,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_usd,employee_residence,remote_ratio,company_location,company_size,salary_category,job_category,continent,salary_usd_ppp
25023,2025,Mid,Full-time,Data Engineer,160000,USD,160000,US,0,US,M,High,Data Engineer,North America,160000.0
25024,2025,Executive,Full-time,Data Engineer,270000,USD,270000,US,0,US,M,High,Data Engineer,North America,270000.0
25025,2025,Executive,Full-time,Data Engineer,180000,USD,180000,US,0,US,M,High,Data Engineer,North America,180000.0
25026,2025,Mid,Full-time,Data Engineer,147433,USD,147433,US,0,US,M,High,Data Engineer,North America,147433.0
25027,2025,Mid,Full-time,Data Engineer,111904,USD,111904,US,0,US,M,High,Data Engineer,North America,111904.0
25030,2025,Senior,Full-time,Data Scientist,230000,USD,230000,US,0,US,M,High,Data Scientist,North America,230000.0
25031,2025,Senior,Full-time,Data Scientist,196000,USD,196000,US,0,US,M,High,Data Scientist,North America,196000.0
25032,2025,Senior,Full-time,Data Scientist,172800,USD,172800,US,0,US,M,High,Data Scientist,North America,172800.0
25033,2025,Senior,Full-time,Data Scientist,114200,USD,114200,US,0,US,M,High,Data Scientist,North America,114200.0
25034,2025,Senior,Full-time,Data Scientist,55176,EUR,58080,AT,0,AT,M,Medium,Data Scientist,Europe,70860.27584291577
25035,2025,Senior,Full-time,Data Scientist,55176,EUR,58080,AT,0,AT,M,Medium,Data Scientist,Europe,70860.27584291577
25036,2025,Mid,Full-time,Data Scientist,141000,CAD,100714,CA,0,CA,M,High,Data Scientist,North America,120691.57889022423
25037,2025,Mid,Full-time,Data Scientist,88000,CAD,62857,CA,0,CA,M,Medium,Data Scientist,North America,75325.28322083151
25038,2025,Senior,Full-time,Data Scientist,180000,USD,180000,US,0,US,M,High,Data Scientist,North America,180000.0
25039,2025,Senior,Full-time,Data Scientist,90000,USD,90000,US,0,US,M,Medium,Data Scientist,North America,90000.0
25042,2025,Senior,Full-time,Data Scientist,234000,USD,234000,US,0,US,M,High,Data Scientist,North America,234000.0
25043,2025,Senior,Full-time,Data Scientist,90000,USD,90000,US,0,US,M,Medium,Data Scientist,North America,90000.0
25056,2025,Senior,Full-time,Data Specialist,175000,USD,175000,US,0,US,M,High,Data Governance/Specialist,North America,175000.0
25057,2025,Senior,Full-time,Data Specialist,163000,USD,163000,US,0,US,M,High,Data Governance/Specialist,North America,163000.0
25058,2025,Mid,Full-time,Data Specialist,159000,USD,159000,US,0,US,M,High,Data Governance/Specialist,North America,159000.0
25059,2025,Mid,Full-time,Data Specialist,148000,USD,148000,US,0,US,M,High,Data Governance/Specialist,North America,148000.0
25060,2025,Mid,Full-time,Data Analyst,105000,USD,105000,US,0,US,M,High,Data Analyst,North America,105000.0
25061,2025,Mid,Full-time,Data Analyst,85000,USD,85000,US,0,US,M,Medium,Data Analyst,North America,85000.0
25062,2025,Senior,Full-time,Data Analyst,120000,USD,120000,US,0,US,M,High,Data Analyst,North America,120000.0
25063,2025,Senior,Full-time,Data Analyst,100000,USD,100000,US,0,US,M,High,Data Analyst,North America,100000.0
25064,2025,Mid,Full-time,Data Analyst,105000,USD,105000,US,0,US,M,High,Data Analyst,North America,105000.0
25065,2025,Mid,Full-time,Data Analyst,90000,USD,90000,US,0,US,M,Medium,Data Analyst,North America,90000.0
25066,2025,Junior,Full-time,Data Analyst,257000,USD,257000,US,0,US,M,High,Data Analyst,North America,257000.0
25067,2025,Junior,Full-time,Data Analyst,143000,USD,143000,US,0,US,M,High,Data Analyst,North America,143000.0
25068,2025,Junior,Full-time,Data Analyst,176000,USD,176000,US,0,US,M,High,Data Analyst,North America,176000.0
25069,2025,Junior,Full-time,Data Analyst,77600,USD,77600,US,0,US,M,Medium,Data Analyst,North America,77600.0
25070,2025,Senior,Full-time,Machine Learning Engineer,200000,USD,200000,US,100,US,M,High,ML/AI Engineer,North America,200000.0
25071,2025,Senior,Full-time,Machine Learning Engineer,140000,USD,140000,US,100,US,M,High,ML/AI Engineer,North America,140000.0
25072,2025,Senior,Full-time,Machine Learning Engineer,318000,USD,318000,US,0,US,M,High,ML/AI Engineer,North America,318000.0
25073,2025,Senior,Full-time,Machine Learning Engineer,212000,USD,212000,US,0,US,M,High,ML/AI Engineer,North America,212000.0
25074,2025,Mid,Full-time,Machine Learning Engineer,318000,USD,318000,US,0,US,M,High,ML/AI Engineer,North America,318000.0
25075,2025,Mid,Full-time,Machine Learning Engineer,212000,USD,212000,US,0,US,M,High,ML/AI Engineer,North America,212000.0
25076,2025,Mid,Full-time,Machine Learning Engineer,267272,USD,267272,US,100,US,M,High,ML/AI Engineer,North America,267272.0
25077,2025,Mid,Full-time,Machine Learning Engineer,201745,USD,201745,US,100,US,M,High,ML/AI Engineer,North America,201745.0
25078,2025,Mid,Full-time,Machine Learning Engineer,257600,USD,257600,US,0,US,M,High,ML/AI Engineer,North America,257600.0
25079,2025,Mid,Full-time,Machine Learning Engineer,142700,USD,142700,US,0,US,M,High,ML/AI Engineer,North America,142700.0
25096,2025,Senior,Full-time,Research Scientist,303000,USD,303000,US,0,US,M,High,Research Scientist,North America,303000.0
25097,2025,Senior,Full-time,Research Scientist,173100,USD,173100,US,0,US,M,High,Research Scientist,North America,173100.0
25120,2025,Senior,Full-time,Analytics Lead,283300,USD,283300,US,0,US,M,High,Data Leadership,North America,283300.0
25121,2025,Senior,Full-time,Analytics Lead,218300,USD,218300,US,0,US,M,High,Data Leadership,North America,218300.0
25152,2025,Mid,Full-time,AI Data Scientist,90000,EUR,94736,DE,100,DE,L,Medium,Data Scientist,Europe,118085.1080154783
25153,2025,Senior,Full-time,Data Lead,145000,USD,145000,US,0,US,M,High,Data Leadership,North America,145000.0
25154,2025,Senior,Full-time,Data Lead,100318,USD,100318,US,0,US,M,High,Data Leadership,North America,100318.0
25157,2025,Senior,Full-time,Machine Learning Engineer,218900,USD,218900,US,100,US,M,High,ML/AI Engineer,North America,218900.0
25158,2025,Senior,Full-time,Machine Learning Engineer,186065,USD,186065,US,100,US,M,High,ML/AI Engineer,North America,186065.0
25159,2025,Senior,Full-time,Machine Learning Engineer,204000,USD,204000,US,0,US,M,High,ML/AI Engineer,North America,204000.0
25160,2025,Senior,Full-time,Machine Learning Engineer,159000,USD,159000,US,0,US,M,High,ML/AI Engineer,North America,159000.0
25161,2025,Senior,Full-time,Machine Learning Engineer,175000,USD,175000,US,0,US,M,High,ML/AI Engineer,North America,175000.0
25162,2025,Senior,Full-time,Machine Learning Engineer,155000,USD,155000,US,0,US,M,High,ML/AI Engineer,North America,155000.0
25163,2025,Senior,Full-time,Machine Learning Engineer,200000,USD,200000,US,0,US,M,High,ML/AI Engineer,North America,200000.0
25164,2025,Senior,Full-time,Machine Learning Engineer,180000,USD,180000,US,0,US,M,High,ML/AI Engineer,North America,180000.0
25165,2025,Senior,Full-time,Machine Learning Engineer,267272,USD,267272,US,100,US,M,High,ML/AI Engineer,North America,267272.0
25166,2025,Senior,Full-time,Machine Learning Engineer,189829,USD,189829,US,100,US,M,High,ML/AI Engineer,North America,189829.0
25169,2025,Senior,Full-time,Data Analyst,215000,USD,215000,US,0,US,M,High,Data Analyst,North America,215000.0
25170,2025,Senior,Full-time,Data Analyst,172000,USD,172000,US,0,US,M,High,Data Analyst,North America,172000.0
25171,2025,Senior,Full-time,AI Engineer,350000,USD,350000,US,0,US,M,High,ML/AI Engineer,North America,350000.0
25172,2025,Senior,Full-time,AI Engineer,250000,USD,250000,US,0,US,M,High,ML/AI Engineer,North America,250000.0
25175,2025,Mid,Full-time,Data Integration Engineer,158100,USD,158100,US,0,US,M,High,Other data role,North America,158100.0
25176,2025,Mid,Full-time,Data Integration Engineer,75200,USD,75200,US,0,US,M,Medium,Other data role,North America,75200.0
25179,2025,Senior,Full-time,AI Engineer,171500,USD,171500,US,100,US,M,High,ML/AI Engineer,North America,171500.0
25180,2025,Senior,Full-time,AI Engineer,137200,USD,137200,US,100,US,M,High,ML/AI Engineer,North America,137200.0
25181,2025,Junior,Full-time,Data Analyst,130000,USD,130000,US,100,US,M,High,Data Analyst,North America,130000.0
25182,2025,Junior,Full-time,Data Analyst,105000,USD,105000,US,100,US,M,High,Data Analyst,North America,105000.0
25183,2025,Senior,Full-time,Data Analyst,75000,USD,75000,US,0,US,M,Medium,Data Analyst,North America,75000.0
25184,2025,Senior,Full-time,Data Analyst,65000,USD,65000,US,0,US,M,Medium,Data Analyst,North America,65000.0
25185,2025,Junior,Full-time,Data Analyst,105000,USD,105000,US,0,US,M,High,Data Analyst,North America,105000.0
25186,2025,Junior,Full-time,Data Analyst,90000,USD,90000,US,0,US,M,Medium,Data Analyst,North America,90000.0
25187,2025,Junior,Full-time,Data Analyst,105000,USD,105000,US,0,US,M,High,Data Analyst,North America,105000.0
25188,2025,Junior,Full-time,Data Analyst,90000,USD,90000,US,0,US,M,Medium,Data Analyst,North America,90000.0
25189,2025,Junior,Full-time,Data Analyst,84100,USD,84100,US,0,US,M,Medium,Data Analyst,North America,84100.0
25190,2025,Junior,Full-time,Data Analyst,48000,USD,48000,US,0,US,M,Low,Data Analyst,North America,48000.0
25191,2025,Junior,Full-time,Data Analyst,106234,USD,106234,US,100,US,M,High,Data Analyst,North America,106234.0
25192,2025,Junior,Full-time,Data Analyst,70823,USD,70823,US,100,US,M,Medium,Data Analyst,North America,70823.0
25215,2025,Mid,Full-time,Data Scientist,150000,USD,150000,US,0,US,M,High,Data Scientist,North America,150000.0
25216,2025,Mid,Full-time,Data Scientist,120000,USD,120000,US,0,US,M,High,Data Scientist,North America,120000.0
25217,2025,Senior,Full-time,Data Scientist,240000,USD,240000,US,0,US,M,High,Data Scientist,North America,240000.0
25218,2025,Senior,Full-time,Data Scientist,190000,USD,190000,US,0,US,M,High,Data Scientist,North America,190000.0
25219,2025,Junior,Full-time,Data Scientist,135000,USD,135000,US,100,US,M,High,Data Scientist,North America,135000.0
25220,2025,Junior,Full-time,Data Scientist,120000,USD,120000,US,100,US,M,High,Data Scientist,North America,120000.0
25221,2025,Senior,Full-time,Data Scientist,225075,USD,225075,US,0,US,M,High,Data Scientist,North America,225075.0
25222,2025,Senior,Full-time,Data Scientist,129000,USD,129000,US,0,US,M,High,Data Scientist,North America,129000.0
25223,2025,Mid,Full-time,Data Scientist,132500,USD,132500,US,0,US,M,High,Data Scientist,North America,132500.0
25224,2025,Mid,Full-time,Data Scientist,99336,USD,99336,US,0,US,M,Medium,Data Scientist,North America,99336.0
25225,2025,Mid,Full-time,Data Scientist,132500,USD,132500,US,0,US,M,High,Data Scientist,North America,132500.0
25226,2025,Mid,Full-time,Data Scientist,99336,USD,99336,US,0,US,M,Medium,Data Scientist,North America,99336.0
25227,2025,Mid,Full-time,Data Scientist,65000,GBP,82278,GB,0,GB,M,Medium,Data Scientist,Europe,92283.19733627792
25228,2025,Mid,Full-time,Data Scientist,50000,GBP,63291,GB,0,GB,M,Medium,Data Scientist,Europe,70987.3337053692
25229,2025,Senior,Full-time,Data Scientist,205000,USD,205000,US,0,US,M,High,Data Scientist,North America,205000.0
25230,2025,Senior,Full-time,Data Scientist,170000,USD,170000,US,0,US,M,High,Data Scientist,North America,170000.0
25241,2025,Senior,Full-time,Data Engineer,143797,USD,143797,NZ,0,NZ,M,High,Data Engineer,Oceania,166296.37166936987
25242,2025,Senior,Full-time,Data Engineer,118401,USD,118401,NZ,0,NZ,M,High,Data Engineer,Oceania,136926.75578784719
25243,2025,Mid,Full-time,Data Engineer,90000,USD,90000,US,0,US,M,Medium,Data Engineer,North America,90000.0
25244,2025,Mid,Full-time,Data Engineer,84000,USD,84000,US,0,US,M,Medium,Data Engineer,North America,84000.0
25245,2025,Senior,Full-time,Data Engineer,280000,USD,280000,US,0,US,M,High,Data Engineer,North America,280000.0
25246,2025,Senior,Full-time,Data Engineer,220000,USD,220000,US,0,US,M,High,Data Engineer,North America,220000.0
25247,2025,Senior,Full-time,Data Engineer,128950,USD,128950,US,100,US,M,High,Data Engineer,North America,128950.0
25248,2025,Senior,Full-time,Data Engineer,103200,USD,103200,US,100,US,M,High,Data Engineer,North America,103200.0
25249,2025,Senior,Full-time,Data Engineer,205000,USD,205000,US,100,US,M,High,Data Engineer,North America,205000.0
25250,2025,Senior,Full-time,Data Engineer,120000,USD,120000,US,100,US,M,High,Data Engineer,North America,120000.0
25251,2025,Senior,Full-time,Data Engineer,257000,USD,257000,US,0,US,M,High,Data Engineer,North America,257000.0
25252,2025,Senior,Full-time,Data Engineer,121000,USD,121000,US,0,US,M,High,Data Engineer,North America,121000.0
25253,2025,Senior,Full-time,Data Engineer,156400,USD,156400,US,0,US,M,High,Data Engineer,North America,156400.0
25254,2025,Senior,Full-time,Data Engineer,93800,USD,93800,US,0,US,M,Medium,Data Engineer,North America,93800.0
25255,2025,Senior,Full-time,Data Engineer,160000,USD,160000,US,100,US,M,High,Data Engineer,North America,160000.0
25256,2025,Senior,Full-time,Data Engineer,123000,USD,123000,US,100,US,M,High,Data Engineer,North America,123000.0
25267,2025,Mid,Full-time,Research Scientist,400000,USD,400000,US,0,US,M,High,Research Scientist,North America,400000.0
25268,2025,Mid,Full-time,Research Scientist,200000,USD,200000,US,0,US,M,High,Research Scientist,North America,200000.0
25271,2025,Senior,Full-time,Analytics Lead,220000,USD,220000,US,100,US,M,High,Data Leadership,North America,220000.0
25272,2025,Senior,Full-time,Analytics Lead,140000,USD,140000,US,100,US,M,High,Data Leadership,North America,140000.0
25333,2025,Mid,Full-time,Data Management Specialist,112061,USD,112061,AU,0,AU,M,High,Data Governance/Specialist,Oceania,123769.00794599918
25334,2025,Mid,Full-time,Data Management Specialist,102512,USD,102512,AU,0,AU,M,High,Data Governance/Specialist,Oceania,113222.33910602501
25345,2025,Senior,Full-time,Data Architect,165300,USD,165300,US,0,US,M,High,Data Architect,North America,165300.0
25346,2025,Senior,Full-time,Data Architect,93800,USD,93800,US,0,US,M,Medium,Data Architect,North America,93800.0
25353,2025,Mid,Full-time,Data Operations Analyst,95000,USD,95000,US,100,US,M,Medium,Other data role,North America,95000.0
25354,2025,Mid,Full-time,Data Operations Analyst,75000,USD,75000,US,100,US,M,Medium,Other data role,North America,75000.0
25359,2025,Senior,Full-time,Data Scientist,196900,USD,196900,US,0,US,M,High,Data Scientist,North America,196900.0
25360,2025,Senior,Full-time,Data Scientist,182583,USD,182583,US,0,US,M,High,Data Scientist,North America,182583.0
25361,2025,Senior,Full-time,Data Scientist,235400,USD,235400,US,0,US,M,High,Data Scientist,North America,235400.0
25362,2025,Senior,Full-time,Data Scientist,199234,USD,199234,US,0,US,M,High,Data Scientist,North America,199234.0
25363,2025,Senior,Full-time,Data Scientist,235400,USD,235400,US,0,US,M,High,Data Scientist,North America,235400.0
25364,2025,Senior,Full-time,Data Scientist,213441,USD,213441,US,0,US,M,High,Data Scientist,North America,213441.0
25365,2025,Mid,Full-time,Data Scientist,196900,USD,196900,US,0,US,M,High,Data Scientist,North America,196900.0
25366,2025,Mid,Full-time,Data Scientist,182583,USD,182583,US,0,US,M,High,Data Scientist,North America,182583.0
25367,2025,Senior,Full-time,Data Scientist,235400,USD,235400,US,0,US,M,High,Data Scientist,North America,235400.0
25368,2025,Senior,Full-time,Data Scientist,214307,USD,214307,US,0,US,M,High,Data Scientist,North America,214307.0
25369,2025,Senior,Full-time,Data Scientist,235400,USD,235400,US,0,US,M,High,Data Scientist,North America,235400.0
25370,2025,Senior,Full-time,Data Scientist,214002,USD,214002,US,0,US,M,High,Data Scientist,North America,214002.0
25371,2025,Senior,Full-time,Data Scientist,203900,USD,203900,CA,0,CA,M,High,Data Scientist,North America,244345.50246953472
25372,2025,Senior,Full-time,Data Scientist,114400,USD,114400,CA,0,CA,M,High,Data Scientist,North America,137092.32703538387
25373,2025,Mid,Full-time,Data Scientist,99101,USD,99101,US,0,US,M,Medium,Data Scientist,North America,99101.0
25374,2025,Mid,Full-time,Data Scientist,45046,USD,45046,US,0,US,M,Low,Data Scientist,North America,45046.0
25377,2025,Senior,Full-time,Analytics Engineer,200200,USD,200200,US,0,US,M,High,Analytics/BI,North America,200200.0
25378,2025,Senior,Full-time,Analytics Engineer,190686,USD,190686,US,0,US,M,High,Analytics/BI,North America,190686.0
25379,2025,Senior,Full-time,Data Analyst,115000,USD,115000,US,0,US,M,High,Data Analyst,North America,115000.0
25380,2025,Senior,Full-time,Data Analyst,100000,USD,100000,US,0,US,M,High,Data Analyst,North America,100000.0
25381,2025,Junior,Full-time,Data Analyst,123400,USD,123400,US,0,US,M,High,Data Analyst,North America,123400.0
25382,2025,Junior,Full-time,Data Analyst,60500,USD,60500,US,0,US,M,Medium,Data Analyst,North America,60500.0
25383,2025,Senior,Full-time,Data Analyst,145500,USD,145500,US,0,US,M,High,Data Analyst,North America,145500.0
25384,2025,Senior,Full-time,Data Analyst,115900,USD,115900,US,0,US,M,High,Data Analyst,North America,115900.0
25385,2025,Senior,Full-time,Data Analyst,124400,USD,124400,US,0,US,M,High,Data Analyst,North America,124400.0
25386,2025,Senior,Full-time,Data Analyst,99100,USD,99100,US,0,US,M,Medium,Data Analyst,North America,99100.0
25389,2025,Senior,Full-time,AI Engineer,140000,USD,140000,US,0,US,M,High,ML/AI Engineer,North America,140000.0
25390,2025,Senior,Full-time,AI Engineer,90000,USD,90000,US,0,US,M,Medium,ML/AI Engineer,North America,90000.0
25391,2025,Mid,Full-time,Data Engineer,154660,USD,154660,US,0,US,M,High,Data Engineer,North America,154660.0
25392,2025,Mid,Full-time,Data Engineer,137788,USD,137788,US,0,US,M,High,Data Engineer,North America,137788.0
25393,2025,Mid,Full-time,Data Engineer,200200,USD,200200,US,0,US,M,High,Data Engineer,North America,200200.0
25394,2025,Mid,Full-time,Data Engineer,175420,USD,175420,US,0,US,M,High,Data Engineer,North America,175420.0
